benchmark,model,item_id,cluster_id,score
mmlu,vicuna-13b-v1.5,anatomy#0038,anatomy,0
mmlu,vicuna-13b-v1.5,anatomy#0039,anatomy,1
mmlu,vicuna-13b-v1.5,anatomy#0040,anatomy,0
mmlu,vicuna-13b-v1.5,anatomy#0041,anatomy,0
mmlu,vicuna-13b-v1.5,anatomy#0042,anatomy,0
mmlu,vicuna-13b-v1.5,anatomy#0043,anatomy,1
mmlu,vicuna-13b-v1.5,anatomy#0044,anatomy,0
mmlu,vicuna-13b-v1.5,anatomy#0045,anatomy,0
mmlu,vicuna-13b-v1.5,anatomy#0046,anatomy,0
mmlu,vicuna-13b-v1.5,anatomy#0047,anatomy,0
mmlu,vicuna-13b-v1.5,anatomy#0048,anatomy,0
mmlu,vicuna-13b-v1.5,anatomy#0049,anatomy,0
mmlu,vicuna-13b-v1.5,anatomy#0050,anatomy,1
mmlu,vicuna-13b-v1.5,anatomy#0051,anatomy,0
mmlu,vicuna-13b-v1.5,anatomy#0052,anatomy,1
mmlu,vicuna-13b-v1.5,anatomy#0053,anatomy,1
mmlu,vicuna-13b-v1.5,anatomy#0054,anatomy,0
mmlu,vicuna-13b-v1.5,anatomy#0055,anatomy,1
mmlu,vicuna-13b-v1.5,anatomy#0056,anatomy,0
mmlu,vicuna-13b-v1.5,anatomy#0057,anatomy,0
mmlu,vicuna-13b-v1.5,anatomy#0058,anatomy,0
mmlu,vicuna-13b-v1.5,anatomy#0059,anatomy,0
mmlu,vicuna-13b-v1.5,anatomy#0060,anatomy,0
mmlu,vicuna-13b-v1.5,anatomy#0061,anatomy,1
mmlu,vicuna-13b-v1.5,anatomy#0062,anatomy,0
mmlu,vicuna-13b-v1.5,anatomy#0063,anatomy,0
mmlu,vicuna-13b-v1.5,anatomy#0064,anatomy,1
mmlu,vicuna-13b-v1.5,anatomy#0065,anatomy,1
mmlu,vicuna-13b-v1.5,anatomy#0066,anatomy,1
mmlu,vicuna-13b-v1.5,anatomy#0067,anatomy,1
mmlu,vicuna-13b-v1.5,anatomy#0068,anatomy,1
mmlu,vicuna-13b-v1.5,anatomy#0069,anatomy,1
mmlu,vicuna-13b-v1.5,anatomy#0070,anatomy,1
mmlu,vicuna-13b-v1.5,anatomy#0071,anatomy,0
mmlu,vicuna-13b-v1.5,anatomy#0072,anatomy,0
mmlu,vicuna-13b-v1.5,anatomy#0073,anatomy,0
mmlu,vicuna-13b-v1.5,anatomy#0074,anatomy,0
mmlu,vicuna-13b-v1.5,anatomy#0075,anatomy,0
mmlu,vicuna-13b-v1.5,anatomy#0076,anatomy,1
mmlu,vicuna-13b-v1.5,anatomy#0077,anatomy,1
mmlu,vicuna-13b-v1.5,anatomy#0078,anatomy,1
mmlu,vicuna-13b-v1.5,anatomy#0079,anatomy,1
mmlu,vicuna-13b-v1.5,anatomy#0080,anatomy,0
mmlu,vicuna-13b-v1.5,anatomy#0081,anatomy,1
mmlu,vicuna-13b-v1.5,anatomy#0082,anatomy,1
mmlu,vicuna-13b-v1.5,anatomy#0083,anatomy,0
mmlu,vicuna-13b-v1.5,anatomy#0084,anatomy,0
mmlu,vicuna-13b-v1.5,anatomy#0085,anatomy,1
mmlu,vicuna-13b-v1.5,anatomy#0086,anatomy,0
mmlu,vicuna-13b-v1.5,anatomy#0087,anatomy,1
mmlu,vicuna-13b-v1.5,anatomy#0088,anatomy,1
mmlu,vicuna-13b-v1.5,anatomy#0089,anatomy,0
mmlu,vicuna-13b-v1.5,anatomy#0090,anatomy,1
mmlu,vicuna-13b-v1.5,anatomy#0091,anatomy,0
mmlu,vicuna-13b-v1.5,anatomy#0092,anatomy,1
mmlu,vicuna-13b-v1.5,anatomy#0093,anatomy,0
mmlu,vicuna-13b-v1.5,anatomy#0094,anatomy,0
mmlu,vicuna-13b-v1.5,anatomy#0095,anatomy,0
mmlu,vicuna-13b-v1.5,anatomy#0096,anatomy,1
mmlu,vicuna-13b-v1.5,anatomy#0097,anatomy,1
mmlu,vicuna-13b-v1.5,anatomy#0098,anatomy,0
mmlu,vicuna-13b-v1.5,anatomy#0099,anatomy,0
mmlu,vicuna-13b-v1.5,anatomy#0100,anatomy,0
mmlu,vicuna-13b-v1.5,anatomy#0101,anatomy,1
mmlu,vicuna-13b-v1.5,anatomy#0102,anatomy,1
mmlu,vicuna-13b-v1.5,anatomy#0103,anatomy,1
mmlu,vicuna-13b-v1.5,anatomy#0104,anatomy,1
mmlu,vicuna-13b-v1.5,anatomy#0105,anatomy,1
mmlu,vicuna-13b-v1.5,anatomy#0106,anatomy,1
mmlu,vicuna-13b-v1.5,anatomy#0107,anatomy,0
mmlu,vicuna-13b-v1.5,anatomy#0108,anatomy,1
mmlu,vicuna-13b-v1.5,anatomy#0109,anatomy,1
mmlu,vicuna-13b-v1.5,anatomy#0110,anatomy,0
mmlu,vicuna-13b-v1.5,anatomy#0111,anatomy,1
mmlu,vicuna-13b-v1.5,anatomy#0112,anatomy,0
mmlu,vicuna-13b-v1.5,anatomy#0113,anatomy,1
mmlu,vicuna-13b-v1.5,anatomy#0114,anatomy,1
mmlu,vicuna-13b-v1.5,anatomy#0115,anatomy,0
mmlu,vicuna-13b-v1.5,anatomy#0116,anatomy,0
mmlu,vicuna-13b-v1.5,anatomy#0117,anatomy,1
mmlu,vicuna-13b-v1.5,anatomy#0118,anatomy,1
mmlu,vicuna-13b-v1.5,anatomy#0119,anatomy,1
mmlu,vicuna-13b-v1.5,anatomy#0120,anatomy,1
mmlu,vicuna-13b-v1.5,anatomy#0121,anatomy,0
mmlu,vicuna-13b-v1.5,anatomy#0122,anatomy,0
mmlu,vicuna-13b-v1.5,anatomy#0123,anatomy,1
mmlu,vicuna-13b-v1.5,anatomy#0124,anatomy,0
mmlu,vicuna-13b-v1.5,anatomy#0125,anatomy,0
mmlu,vicuna-13b-v1.5,anatomy#0126,anatomy,1
mmlu,vicuna-13b-v1.5,anatomy#0127,anatomy,0
mmlu,vicuna-13b-v1.5,anatomy#0128,anatomy,0
mmlu,vicuna-13b-v1.5,anatomy#0129,anatomy,0
mmlu,vicuna-13b-v1.5,anatomy#0130,anatomy,1
mmlu,vicuna-13b-v1.5,anatomy#0131,anatomy,1
mmlu,vicuna-13b-v1.5,anatomy#0132,anatomy,0
mmlu,vicuna-13b-v1.5,anatomy#0133,anatomy,0
mmlu,vicuna-13b-v1.5,anatomy#0134,anatomy,1
mmlu,vicuna-13b-v1.5,astronomy#0000,astronomy,1
mmlu,vicuna-13b-v1.5,astronomy#0001,astronomy,1
mmlu,vicuna-13b-v1.5,astronomy#0002,astronomy,0
mmlu,vicuna-13b-v1.5,astronomy#0003,astronomy,1
mmlu,vicuna-13b-v1.5,astronomy#0004,astronomy,0
mmlu,vicuna-13b-v1.5,astronomy#0005,astronomy,1
mmlu,vicuna-13b-v1.5,astronomy#0006,astronomy,0
mmlu,vicuna-13b-v1.5,astronomy#0007,astronomy,0
mmlu,vicuna-13b-v1.5,astronomy#0008,astronomy,0
mmlu,vicuna-13b-v1.5,astronomy#0009,astronomy,1
mmlu,vicuna-13b-v1.5,astronomy#0010,astronomy,1
mmlu,vicuna-13b-v1.5,astronomy#0011,astronomy,0
mmlu,vicuna-13b-v1.5,astronomy#0012,astronomy,1
mmlu,vicuna-13b-v1.5,astronomy#0013,astronomy,1
mmlu,vicuna-13b-v1.5,astronomy#0014,astronomy,1
mmlu,vicuna-13b-v1.5,astronomy#0015,astronomy,0
mmlu,vicuna-13b-v1.5,astronomy#0016,astronomy,0
mmlu,vicuna-13b-v1.5,astronomy#0017,astronomy,1
mmlu,vicuna-13b-v1.5,astronomy#0018,astronomy,1
mmlu,vicuna-13b-v1.5,astronomy#0019,astronomy,0
mmlu,vicuna-13b-v1.5,astronomy#0020,astronomy,1
mmlu,vicuna-13b-v1.5,astronomy#0021,astronomy,0
mmlu,vicuna-13b-v1.5,astronomy#0022,astronomy,1
mmlu,vicuna-13b-v1.5,astronomy#0023,astronomy,1
mmlu,vicuna-13b-v1.5,astronomy#0024,astronomy,1
mmlu,vicuna-13b-v1.5,astronomy#0025,astronomy,0
mmlu,vicuna-13b-v1.5,astronomy#0026,astronomy,1
mmlu,vicuna-13b-v1.5,astronomy#0027,astronomy,0
mmlu,vicuna-13b-v1.5,astronomy#0028,astronomy,0
mmlu,vicuna-13b-v1.5,astronomy#0029,astronomy,1
mmlu,vicuna-13b-v1.5,astronomy#0030,astronomy,0
mmlu,vicuna-13b-v1.5,astronomy#0031,astronomy,1
mmlu,vicuna-13b-v1.5,astronomy#0032,astronomy,1
mmlu,vicuna-13b-v1.5,astronomy#0033,astronomy,0
mmlu,vicuna-13b-v1.5,astronomy#0034,astronomy,1
mmlu,vicuna-13b-v1.5,astronomy#0035,astronomy,1
mmlu,vicuna-13b-v1.5,astronomy#0036,astronomy,0
mmlu,vicuna-13b-v1.5,astronomy#0037,astronomy,0
mmlu,vicuna-13b-v1.5,astronomy#0038,astronomy,1
mmlu,vicuna-13b-v1.5,astronomy#0039,astronomy,1
mmlu,vicuna-13b-v1.5,astronomy#0040,astronomy,1
mmlu,vicuna-13b-v1.5,astronomy#0041,astronomy,1
mmlu,vicuna-13b-v1.5,astronomy#0042,astronomy,1
mmlu,vicuna-13b-v1.5,astronomy#0043,astronomy,1
mmlu,vicuna-13b-v1.5,astronomy#0044,astronomy,1
mmlu,vicuna-13b-v1.5,astronomy#0045,astronomy,0
mmlu,vicuna-13b-v1.5,astronomy#0046,astronomy,1
mmlu,vicuna-13b-v1.5,astronomy#0047,astronomy,0
mmlu,vicuna-13b-v1.5,astronomy#0048,astronomy,1
mmlu,vicuna-13b-v1.5,astronomy#0049,astronomy,1
mmlu,vicuna-13b-v1.5,astronomy#0050,astronomy,1
mmlu,vicuna-13b-v1.5,astronomy#0051,astronomy,1
mmlu,vicuna-13b-v1.5,astronomy#0052,astronomy,1
mmlu,vicuna-13b-v1.5,astronomy#0053,astronomy,1
mmlu,vicuna-13b-v1.5,astronomy#0054,astronomy,1
mmlu,vicuna-13b-v1.5,astronomy#0055,astronomy,0
mmlu,vicuna-13b-v1.5,astronomy#0056,astronomy,1
mmlu,vicuna-13b-v1.5,astronomy#0057,astronomy,1
mmlu,vicuna-13b-v1.5,astronomy#0058,astronomy,0
mmlu,vicuna-13b-v1.5,astronomy#0059,astronomy,1
mmlu,vicuna-13b-v1.5,astronomy#0060,astronomy,1
mmlu,vicuna-13b-v1.5,astronomy#0061,astronomy,1
mmlu,vicuna-13b-v1.5,astronomy#0062,astronomy,1
mmlu,vicuna-13b-v1.5,astronomy#0063,astronomy,1
mmlu,vicuna-13b-v1.5,astronomy#0064,astronomy,0
mmlu,vicuna-13b-v1.5,astronomy#0065,astronomy,0
mmlu,vicuna-13b-v1.5,astronomy#0066,astronomy,0
mmlu,vicuna-13b-v1.5,astronomy#0067,astronomy,0
mmlu,vicuna-13b-v1.5,astronomy#0068,astronomy,1
mmlu,vicuna-13b-v1.5,astronomy#0069,astronomy,1
mmlu,vicuna-13b-v1.5,astronomy#0070,astronomy,1
mmlu,vicuna-13b-v1.5,astronomy#0071,astronomy,1
mmlu,vicuna-13b-v1.5,astronomy#0072,astronomy,0
mmlu,vicuna-13b-v1.5,astronomy#0073,astronomy,0
mmlu,vicuna-13b-v1.5,astronomy#0074,astronomy,0
mmlu,vicuna-13b-v1.5,astronomy#0075,astronomy,0
mmlu,vicuna-13b-v1.5,astronomy#0076,astronomy,1
mmlu,vicuna-13b-v1.5,astronomy#0077,astronomy,1
mmlu,vicuna-13b-v1.5,astronomy#0078,astronomy,0
mmlu,vicuna-13b-v1.5,astronomy#0079,astronomy,1
mmlu,vicuna-13b-v1.5,astronomy#0080,astronomy,0
mmlu,vicuna-13b-v1.5,astronomy#0081,astronomy,0
mmlu,vicuna-13b-v1.5,astronomy#0082,astronomy,0
mmlu,vicuna-13b-v1.5,astronomy#0083,astronomy,0
mmlu,vicuna-13b-v1.5,astronomy#0084,astronomy,1
mmlu,vicuna-13b-v1.5,astronomy#0085,astronomy,0
mmlu,vicuna-13b-v1.5,astronomy#0086,astronomy,0
mmlu,vicuna-13b-v1.5,astronomy#0087,astronomy,0
mmlu,vicuna-13b-v1.5,astronomy#0088,astronomy,1
mmlu,vicuna-13b-v1.5,astronomy#0089,astronomy,0
mmlu,vicuna-13b-v1.5,astronomy#0090,astronomy,0
mmlu,vicuna-13b-v1.5,astronomy#0091,astronomy,0
mmlu,vicuna-13b-v1.5,astronomy#0092,astronomy,1
mmlu,vicuna-13b-v1.5,astronomy#0093,astronomy,1
mmlu,vicuna-13b-v1.5,astronomy#0094,astronomy,0
mmlu,vicuna-13b-v1.5,astronomy#0095,astronomy,1
mmlu,vicuna-13b-v1.5,astronomy#0096,astronomy,1
mmlu,vicuna-13b-v1.5,astronomy#0097,astronomy,1
mmlu,vicuna-13b-v1.5,astronomy#0098,astronomy,1
mmlu,vicuna-13b-v1.5,astronomy#0099,astronomy,0
mmlu,vicuna-13b-v1.5,astronomy#0100,astronomy,0
mmlu,vicuna-13b-v1.5,astronomy#0101,astronomy,0
mmlu,vicuna-13b-v1.5,astronomy#0102,astronomy,0
mmlu,vicuna-13b-v1.5,astronomy#0103,astronomy,1
mmlu,vicuna-13b-v1.5,astronomy#0104,astronomy,1
mmlu,vicuna-13b-v1.5,astronomy#0105,astronomy,0
mmlu,vicuna-13b-v1.5,astronomy#0106,astronomy,1
mmlu,vicuna-13b-v1.5,astronomy#0107,astronomy,0
mmlu,vicuna-13b-v1.5,astronomy#0108,astronomy,1
mmlu,vicuna-13b-v1.5,astronomy#0109,astronomy,1
mmlu,vicuna-13b-v1.5,astronomy#0110,astronomy,1
mmlu,vicuna-13b-v1.5,astronomy#0111,astronomy,1
mmlu,vicuna-13b-v1.5,astronomy#0112,astronomy,1
mmlu,vicuna-13b-v1.5,astronomy#0113,astronomy,0
mmlu,vicuna-13b-v1.5,astronomy#0114,astronomy,0
mmlu,vicuna-13b-v1.5,astronomy#0115,astronomy,1
mmlu,vicuna-13b-v1.5,astronomy#0116,astronomy,1
mmlu,vicuna-13b-v1.5,astronomy#0117,astronomy,1
mmlu,vicuna-13b-v1.5,astronomy#0118,astronomy,1
mmlu,vicuna-13b-v1.5,astronomy#0119,astronomy,0
mmlu,vicuna-13b-v1.5,astronomy#0120,astronomy,1
mmlu,vicuna-13b-v1.5,astronomy#0121,astronomy,0
mmlu,vicuna-13b-v1.5,astronomy#0122,astronomy,0
mmlu,vicuna-13b-v1.5,astronomy#0123,astronomy,1
mmlu,vicuna-13b-v1.5,astronomy#0124,astronomy,1
mmlu,vicuna-13b-v1.5,astronomy#0125,astronomy,0
mmlu,vicuna-13b-v1.5,astronomy#0126,astronomy,1
mmlu,vicuna-13b-v1.5,astronomy#0127,astronomy,1
mmlu,vicuna-13b-v1.5,astronomy#0128,astronomy,0
mmlu,vicuna-13b-v1.5,astronomy#0129,astronomy,0
mmlu,vicuna-13b-v1.5,astronomy#0130,astronomy,1
mmlu,vicuna-13b-v1.5,astronomy#0131,astronomy,1
mmlu,vicuna-13b-v1.5,astronomy#0132,astronomy,1
mmlu,vicuna-13b-v1.5,astronomy#0133,astronomy,1
mmlu,vicuna-13b-v1.5,astronomy#0134,astronomy,1
mmlu,vicuna-13b-v1.5,astronomy#0135,astronomy,1
mmlu,vicuna-13b-v1.5,astronomy#0136,astronomy,0
mmlu,vicuna-13b-v1.5,astronomy#0137,astronomy,1
mmlu,vicuna-13b-v1.5,astronomy#0138,astronomy,1
mmlu,vicuna-13b-v1.5,astronomy#0139,astronomy,0
mmlu,vicuna-13b-v1.5,astronomy#0140,astronomy,0
mmlu,vicuna-13b-v1.5,astronomy#0141,astronomy,0
mmlu,vicuna-13b-v1.5,astronomy#0142,astronomy,0
mmlu,vicuna-13b-v1.5,astronomy#0143,astronomy,0
mmlu,vicuna-13b-v1.5,astronomy#0144,astronomy,1
mmlu,vicuna-13b-v1.5,astronomy#0145,astronomy,0
mmlu,vicuna-13b-v1.5,astronomy#0146,astronomy,1
mmlu,vicuna-13b-v1.5,astronomy#0147,astronomy,1
mmlu,vicuna-13b-v1.5,astronomy#0148,astronomy,1
mmlu,vicuna-13b-v1.5,astronomy#0149,astronomy,1
mmlu,vicuna-13b-v1.5,astronomy#0150,astronomy,0
mmlu,vicuna-13b-v1.5,astronomy#0151,astronomy,1
mmlu,vicuna-13b-v1.5,business_ethics#0000,business_ethics,0
mmlu,vicuna-13b-v1.5,business_ethics#0001,business_ethics,0
mmlu,vicuna-13b-v1.5,business_ethics#0002,business_ethics,1
mmlu,vicuna-13b-v1.5,business_ethics#0003,business_ethics,1
mmlu,vicuna-13b-v1.5,business_ethics#0004,business_ethics,1
mmlu,vicuna-13b-v1.5,business_ethics#0005,business_ethics,0
mmlu,vicuna-13b-v1.5,business_ethics#0006,business_ethics,1
mmlu,vicuna-13b-v1.5,business_ethics#0007,business_ethics,0
mmlu,vicuna-13b-v1.5,business_ethics#0008,business_ethics,0
mmlu,vicuna-13b-v1.5,business_ethics#0009,business_ethics,1
mmlu,vicuna-13b-v1.5,business_ethics#0010,business_ethics,0
mmlu,vicuna-13b-v1.5,business_ethics#0011,business_ethics,1
mmlu,vicuna-13b-v1.5,business_ethics#0012,business_ethics,1
mmlu,vicuna-13b-v1.5,business_ethics#0013,business_ethics,0
mmlu,vicuna-13b-v1.5,business_ethics#0014,business_ethics,0
mmlu,vicuna-13b-v1.5,business_ethics#0015,business_ethics,1
