benchmark,model,item_id,cluster_id,score
drop,Llama-2-70b-hf,079daaad-c05b-4a5a-89ba-ae908d7c3e80,p:e5450adc,0
drop,Llama-2-70b-hf,6197c1f1-86fa-457d-bf58-c45f690f5c35,p:03d490bf,0.24
drop,Llama-2-70b-hf,a1ce3a50-3c38-4753-89d3-eba176910919,p:ec8867ef,0
drop,Llama-2-70b-hf,8b61d6cb-1f00-41d3-a575-475928f863c4,p:7a87b34b,0
drop,Llama-2-70b-hf,96de8779-c216-415a-8d63-b9cc8593108f,p:6979a8c6,0
drop,Llama-2-70b-hf,8cd5378f-0a38-4c43-a9de-ddf0d059f45d,p:61163333,0
drop,Llama-2-70b-hf,f9257fab-9f78-4058-b516-05c225ee9b7b,p:f5a88398,0.05
drop,Llama-2-70b-hf,ceb6aa17-0e69-4b48-9814-aadd02795fbe,p:dac2f46f,0
drop,Llama-2-70b-hf,492de756-9310-42f5-acbe-d3f5d23ce22d,p:84a3eeb1,0.24
drop,Llama-2-70b-hf,c75f94d2-a8ba-4cde-9266-30009b4230de,p:7350f402,0
drop,Llama-2-70b-hf,05ba9454-e70c-4098-b87e-b114ec0a0c06,p:91055a19,0.24
drop,Llama-2-70b-hf,8fe28d45-58f6-4d16-9f75-504f922e8c43,p:4e8b391d,0
drop,Llama-2-70b-hf,be57e618-28f3-4fa9-810a-34e6768bc11d,p:7584c9e7,0.29
drop,Llama-2-70b-hf,f20d56dc-7860-4fd3-a94e-d193722ae53d,p:578e4cdf,0
drop,Llama-2-70b-hf,f046e845-4175-4907-8b70-056817fe4164,p:94d0f889,0.15
drop,Llama-2-70b-hf,26b09942-92ae-4f63-b2bd-6cc29146facf,p:73e8764b,0
drop,Llama-2-70b-hf,237da0c5-99d6-434a-80c5-06fcda62aae6,p:cca2fbd1,0
drop,Llama-2-70b-hf,a2964959-d0cf-4d79-91c3-363790399e6b,p:b5182739,0
drop,Llama-2-70b-hf,fa87adf1-17cd-4ffc-a2ad-441cb57152be,p:55894824,0
drop,Llama-2-70b-hf,2b959aed-f25f-4b71-88e4-7bbcb999fd49,p:be83b4c5,0
drop,Llama-2-70b-hf,e8a36536-f4ae-4a8b-89c5-01bf581a4663,p:acee6182,0.06
drop,Llama-2-70b-hf,ab2ae01f-6885-4edd-9123-576a55508592,p:a6ed7ee5,0
drop,Llama-2-70b-hf,df870828-b748-4ed6-bbf2-7ac48d60f62a,p:edc4510c,0
drop,Llama-2-70b-hf,f853e6c1-da25-4712-ba74-fd5cd8687967,p:c4e2589c,0
drop,Llama-2-70b-hf,7837648a-f34f-4062-bd99-d827e9240fbc,p:0402af1a,0
drop,Llama-2-70b-hf,ecf237e2-2ffb-4228-9eb3-8b71bcbb1e69,p:b34fc34e,0.56
drop,Llama-2-70b-hf,355c3805-2ddc-4de4-818b-536b2a0b021b,p:70d2d7bc,0
drop,Llama-2-70b-hf,18ca2531-6659-41c9-804c-add8df763273,p:1f7a79eb,0
drop,Llama-2-70b-hf,2e5f562d-7c22-4b82-9532-2cd8e7b68ca6,p:8f1072b8,0
drop,Llama-2-70b-hf,ffd42578-6d2e-4a5f-8f72-62133965a57f,p:fb499aa6,0
drop,Llama-2-70b-hf,58e7c549-9e67-4925-8431-b0d6c4d6aef2,p:98f231fd,0.14
drop,Llama-2-70b-hf,106a485b-f7cf-419a-86c1-35ef42008d68,p:cca2fbd1,0
drop,Llama-2-70b-hf,d8daf6b3-714d-4b4a-a810-23b9cfd44876,p:c4e2589c,0
drop,Llama-2-70b-hf,c78fec38-c81b-4775-a760-ad9cb32f4817,p:747fea7f,0.08
drop,Llama-2-70b-hf,1fce4494-2021-4e52-892c-d80c0a015844,p:be479be5,0
drop,Llama-2-70b-hf,810405b0-a30e-4621-9192-a16af2bba0ea,p:f51a419c,0
drop,Llama-2-70b-hf,47ebcd56-49cb-4040-b548-b98c9f41b8e1,p:cb3f28a6,0
drop,Llama-2-70b-hf,bc9eebd9-ffcf-4c86-81dd-8e48a8437312,p:2b1af6ad,0
drop,Llama-2-70b-hf,73c6a71f-da5e-429c-88e6-bb22f67d509a,p:7350f402,0
drop,Llama-2-70b-hf,e54ea10a-c5bd-4d88-9d8e-2061ffddf613,p:9313a629,0.09
drop,Llama-2-70b-hf,7985b6e3-59a0-42f4-8ba1-a9bf3d2eff8e,p:13f7a842,0
drop,Llama-2-70b-hf,1e38bdd9-7882-46e7-8d2d-631bc012222b,p:e4360311,0
drop,Llama-2-70b-hf,c57fd9ab-e263-4613-a1d8-547ea80ea983,p:ee700d91,0.12
drop,Llama-2-70b-hf,da9b7bde-aac5-45c5-83ea-6f7587a3062d,p:4d796d8c,0
drop,Llama-2-70b-hf,3509faa8-402a-4dd7-ab9d-6c6d93fd004d,p:d2b42eea,0.31
drop,Llama-2-70b-hf,ac8d3dbe-d2b9-4694-9985-1ac3dd118461,p:8d39a12a,0
drop,Llama-2-70b-hf,9f8ee9a7-9a05-472a-8ebd-0c77621f1f4c,p:78cfbd47,0
drop,Llama-2-70b-hf,dacb4e22-57b7-418f-a5d3-598f2740e5c7,p:11b26538,0.13
drop,Llama-2-70b-hf,a882a8b9-a846-47dd-a841-ba039adeb034,p:bdfde927,0
drop,Llama-2-70b-hf,834b4bfa-6bd1-4a04-b80a-c5705edf9879,p:fdcfab83,0
drop,Llama-2-70b-hf,a2327b0a-30a3-4fd0-95be-895212b86e59,p:56ccaf1a,0
drop,Llama-2-70b-hf,805ae15f-e0f8-4a8d-a35b-129ca6c508b4,p:56c564c6,0.25
drop,Llama-2-70b-hf,e9dd25fd-2870-4286-97b9-b021764e00ed,p:d9cab308,0.24
drop,Llama-2-70b-hf,7bbed93b-c312-45b0-8214-187191552242,p:55ad2e68,0.15
drop,Llama-2-70b-hf,0658a118-fda4-4646-9ef8-df03d0b84c64,p:f402a788,0
drop,Llama-2-70b-hf,6675833a-730c-4614-9d26-9afa35dbfdb6,p:ef23cd73,0
drop,Llama-2-70b-hf,9882c58e-0d4c-43ad-b99f-6305717368e3,p:e4360311,0
drop,Llama-2-70b-hf,43626e66-6f6b-4147-8fcb-9cd5b29f4779,p:c6b695d9,0
drop,Llama-2-70b-hf,7e432ce6-d123-445f-9045-5277f62bd92f,p:22e60d37,0.27
drop,Llama-2-70b-hf,af628589-4332-40b0-98ac-f689aae03f40,p:b3679697,0.75
drop,Llama-2-70b-hf,98b22f70-2fc9-4956-b097-74584f40589c,p:9ac5efd3,0
drop,Llama-2-70b-hf,0ffb346d-c23c-4018-b68b-84b39eb99677,p:ec8867ef,0.12
drop,Llama-2-70b-hf,0d52596a-c3ca-493e-bb57-49649a564737,p:03c438b0,0
drop,Llama-2-70b-hf,0590033e-946b-410c-a8c5-9f7f3134e5fd,p:78cfbd47,0.24
drop,Llama-2-70b-hf,5a9ae678-0dc9-47a8-a579-b02c0e5f1d7d,p:8176557f,0
drop,Llama-2-70b-hf,c8e54715-e05c-460e-96e9-d20bc928d86a,p:051069cf,0
drop,Llama-2-70b-hf,336dc52b-b44b-4056-84f0-4a7095822c50,p:e5450adc,0.13
drop,Llama-2-70b-hf,a3063725-adba-4756-ae46-2c2ced3bb171,p:42e06eb2,0.22
drop,Llama-2-70b-hf,10536991-7e88-4a6c-aacf-251de5cd91a3,p:da19fa14,0.07
drop,Llama-2-70b-hf,6bf664f1-ee35-4201-92ac-a7f37af24d22,p:bf87c3cb,0.8
drop,Llama-2-70b-hf,1d6e655d-af81-4eca-8e71-7bcd6716a162,p:6f0d65bd,0
drop,Llama-2-70b-hf,2f5fb32d-a0e6-43d3-8690-a135f867eb97,p:78cfbd47,0
drop,Llama-2-70b-hf,719cb416-bc87-4d85-b1de-d2f766665ae3,p:f4128636,0
drop,Llama-2-70b-hf,f9243640-4247-462b-b16b-20f05e3626e2,p:f8ffa586,0.29
drop,Llama-2-70b-hf,2cb576cf-7a80-41b7-aeb2-a522a7019dbe,p:fe999cd8,0
drop,Llama-2-70b-hf,ebb23739-1e5d-491a-a52c-618dbcd43243,p:b2579449,0
drop,Llama-2-70b-hf,616c3bdd-7d60-49c9-8da9-07bf9d6df300,p:df1a7dd1,0
drop,Llama-2-70b-hf,f412a2af-28f6-482e-917d-9992df684d5c,p:7cdf7ded,0
drop,Llama-2-70b-hf,5026354b-75e2-41b1-b9ba-7c982f30c528,p:987c2c75,0
drop,Llama-2-70b-hf,1cf1bc5c-40ae-43cf-8404-01887b7a95d4,p:d8694aff,0
drop,Llama-2-70b-hf,601d2132-a3b2-4178-b080-ec8f11a6283a,p:238edd85,0.24
drop,Llama-2-70b-hf,5a6fd11f-fcbe-4711-9a96-bb0a8392483d,p:cdf2a24e,0
drop,Llama-2-70b-hf,16d61db6-4a90-47b6-8239-da17a8ce12ce,p:65e9360e,0
drop,Llama-2-70b-hf,c12b5fec-a7e7-4062-a580-240cbc7240c5,p:9fba20eb,0.17
drop,Llama-2-70b-hf,808f951e-1275-46c0-84b0-00d05b2cb9c3,p:4961e10b,0.12
drop,Llama-2-70b-hf,b89f0f24-b64c-4a73-a5de-96ea4f9decaa,p:760fb45c,0
drop,Llama-2-70b-hf,3675eea3-9941-4444-a54b-5b5bb52f3709,p:03f37514,0
drop,Llama-2-70b-hf,74288ae9-41d1-4178-9ace-a893e6724c15,p:9e49f033,0
drop,Llama-2-70b-hf,e0d301a6-7fbc-4f4a-99f7-335aa0d1d949,p:61163333,0.14
drop,Llama-2-70b-hf,edd4f4e6-d6a0-45f5-be39-f3f64d3ce1bf,p:08ceeb53,0
drop,Llama-2-70b-hf,39b2b23e-f443-48f6-839f-2a8d8a3807e3,p:03d490bf,0.22
drop,Llama-2-70b-hf,12defea2-07b9-44ae-b1cc-f7d7497a9f5f,p:f1f51a61,0
drop,Llama-2-70b-hf,5484b7ee-a324-4708-bac4-8343588fa459,p:1f4aee1d,0
drop,Llama-2-70b-hf,005ae9d6-3d20-46e4-9576-13f6ed42de78,p:7bf4872b,0
drop,Llama-2-70b-hf,7a47cc56-0918-4092-b2f3-e84f7aa619c4,p:4e8b391d,0.13
drop,Llama-2-70b-hf,3fa17542-e431-46b0-8511-3a1dbf10521d,p:56c564c6,0
drop,Llama-2-70b-hf,3b836c1b-7a70-4917-a3c5-ba714ab7bc8f,p:741d3edb,0
drop,Llama-2-70b-hf,3409394e-3c39-4363-9c68-7cef6b0bc3b4,p:4e55750c,0
drop,Llama-2-70b-hf,aaad9425-30b5-44cf-9c46-6430dfe20056,p:9e0eb155,0
drop,Llama-2-70b-hf,d83470f9-9554-4a69-ae22-d7ebd63bfb99,p:7bf4872b,0
drop,Llama-2-70b-hf,b578de0a-a82b-49b1-abfb-36d86ef24425,p:798cf16f,0
drop,Llama-2-70b-hf,f2d3c7eb-3afa-44b3-baff-3f3f9f886746,p:2855588b,0
drop,Llama-2-70b-hf,a308efbb-8383-49c1-ae58-d323c783c649,p:51502551,0
drop,Llama-2-70b-hf,f452e8c4-5eb3-48e9-9cfc-927c2b03ff5d,p:c7d88f54,0
drop,Llama-2-70b-hf,9a059d13-cdc3-4289-904c-496ddc0cb7a3,p:e9d03059,0
drop,Llama-2-70b-hf,d055a285-8ea8-4f34-9f1c-cc78694b9976,p:97625e62,0
drop,Llama-2-70b-hf,8664dc7b-4e9f-4378-a37b-764d45035051,p:35c51d79,0
drop,Llama-2-70b-hf,21d0592e-78e7-4653-8cae-212c2ffbb99b,p:80252d06,0
drop,Llama-2-70b-hf,219964d9-a538-446f-baf4-7cbcdb82e64d,p:8f37137c,0.22
drop,Llama-2-70b-hf,efc513e1-cf5a-4eaa-8951-a9db105ee511,p:22dd6e5d,0
drop,Llama-2-70b-hf,0ff3626e-e19e-4dfa-bc71-1ce76d5a49a5,p:a6ed7ee5,0
drop,Llama-2-70b-hf,bd9d86d6-b9b4-4e61-a442-f2e01424a53b,p:030ac72a,0.07
drop,Llama-2-70b-hf,05e2922e-1e6e-4e1d-86d9-f0d44308db39,p:92df4b99,0
drop,Llama-2-70b-hf,8ce4996b-16ae-4ed6-b101-e2dcf69bc310,p:2defcbd4,0.14
drop,Llama-2-70b-hf,9331c727-3b46-4ecc-817c-ceb7b587fd2d,p:11ba3a43,0
drop,Llama-2-70b-hf,05cc24d8-8f0f-4a84-9bf8-76a08526721d,p:96fe8902,0
drop,Llama-2-70b-hf,fe492d92-0945-4627-9f1f-c48eee07da55,p:8e960dd0,0.27
drop,Llama-2-70b-hf,2b56d37d-1998-4760-883d-d616d1d94a75,p:8577b3dc,0.13
drop,Llama-2-70b-hf,ce17ebeb-64b7-4005-b991-5007b05f0a80,p:1f4aee1d,0
drop,Llama-2-70b-hf,e09517a4-c06c-4239-b794-14f58699154a,p:2f4282c1,0
drop,Llama-2-70b-hf,55a95f19-dcd0-4c78-9a58-a9a3236b9772,p:97d24e2e,0
drop,Llama-2-70b-hf,807931e3-b886-4d52-a43d-7a816febd735,p:cdf2a24e,0.17
drop,Llama-2-70b-hf,af33339f-91ba-46c8-bf69-cd5aea8c8b71,p:1fa09184,0
drop,Llama-2-70b-hf,9b11fc51-0048-4a30-8b0a-865276e49230,p:b1a0ec0a,0.14
drop,Llama-2-70b-hf,b246ca25-9c62-481f-9257-412c1d022f2e,p:81168fee,0
drop,Llama-2-70b-hf,b10580f7-b882-4271-9dd6-1625e675be96,p:da19fa14,0
drop,Llama-2-70b-hf,fba0a8ea-399e-4e9e-b7cb-eaf34a4ad16e,p:2c07c58c,0
drop,Llama-2-70b-hf,e26ff6b1-1582-4e22-8f0a-951721ea9b42,p:bf65e6d1,0
drop,Llama-2-70b-hf,1be6d1bc-f309-4d2c-ba0a-a8f2af4b33d8,p:030ac72a,0.15
drop,Llama-2-70b-hf,ea2c7f1c-45f5-4f01-9158-4342211a8a5e,p:de901d48,0
drop,Llama-2-70b-hf,ffcf0a11-dc9f-4288-87ce-1dc38c699a5a,p:7b6cdd7c,0
drop,Llama-2-70b-hf,386f665c-12e3-4f19-9a75-c5a0166aa8dd,p:0719e792,0
drop,Llama-2-70b-hf,9ab48bfc-93d3-47eb-8014-c026c405d696,p:3716f3ce,0
drop,Llama-2-70b-hf,5c9b679f-75fe-4d94-8f36-4342d8c78ca5,p:bf055113,0
drop,Llama-2-70b-hf,972f937c-07e5-45f4-bc26-c8f26844d2cf,p:288b8490,0.11
drop,Llama-2-70b-hf,81d5237a-97d2-45bc-ab7f-69906890c7f0,p:578e4cdf,0
drop,Llama-2-70b-hf,70c2bd3a-bbbf-450c-9b7a-c1ece5541365,p:1f7a9f5f,0
drop,Llama-2-70b-hf,91c9f153-654d-4d84-aeb1-1c9ca2c549cd,p:1cbb5770,0
drop,Llama-2-70b-hf,45bf8c2a-9098-4137-ab8e-e403d7d07b11,p:9e49f033,0
drop,Llama-2-70b-hf,267ee31c-fe6f-4d75-a14a-e49ed7c9dc28,p:f3d8419f,0
drop,Llama-2-70b-hf,82b38c48-6643-4c10-9f3b-2d983cc80a4b,p:238edd85,0.13
drop,Llama-2-70b-hf,2498809c-d8ff-44fc-b327-8bc84c9022e5,p:6979a8c6,0
drop,Llama-2-70b-hf,dd72eec0-1cfa-4e6b-98f7-67b5fd21aeca,p:4229070f,0.13
drop,Llama-2-70b-hf,b7856cd8-24d6-4b50-8d8b-453fbce4b052,p:895cb6b3,0
drop,Llama-2-70b-hf,c5b23264-22ac-403b-86fb-bd8014bbb998,p:e9d03059,0.07
drop,Llama-2-70b-hf,0b18182b-31a4-462c-bcf2-f406e438743a,p:d9cab308,0
drop,Llama-2-70b-hf,ea519b80-d1b7-44c0-822f-7a7aeb493d96,p:912d5b63,0
drop,Llama-2-70b-hf,482858ad-6085-4c4c-8e7b-3fd88e3880c0,p:acee6182,0.29
drop,Llama-2-70b-hf,547588d2-938b-47ba-93a1-106aaa13bfc6,p:a16644c8,0.15
drop,Llama-2-70b-hf,4593edb4-dc73-4b4c-bfcc-5962a13147b5,p:8ff18e09,0
drop,Llama-2-70b-hf,ca36e98b-64ac-4ed6-87d3-f1a6eb61b083,p:56a158a7,0
drop,Llama-2-70b-hf,c132e865-4e1e-451e-8b97-db3b904aa21a,p:2df4e31c,0
drop,Llama-2-70b-hf,d7c74a2c-4789-4087-8aa4-3b637acb285e,p:6348d7af,0.08
drop,Llama-2-70b-hf,279e8fd5-6a85-441f-9344-03f446765370,p:7584c9e7,0
drop,Llama-2-70b-hf,a4f59f65-8e6d-4f80-89a6-4fb76855fbde,p:be479be5,0
drop,Llama-2-70b-hf,02d84db7-34ac-4c30-87e0-8769ec27083d,p:b5eaa2e3,0.15
drop,Llama-2-70b-hf,4f16edca-fe01-4ae8-9092-523548d8d1c4,p:f2b549ef,0
drop,Llama-2-70b-hf,ff5d6a08-c175-4984-a800-22f31836e59e,p:6e47f87a,0.15
drop,Llama-2-70b-hf,289cd925-9b81-4869-93c5-fd2f54ddcc22,p:7584c9e7,0.19
drop,Llama-2-70b-hf,09d40815-d551-42db-9096-59378b0190df,p:9e1aa1d9,0.1
drop,Llama-2-70b-hf,777d8129-ee92-4d83-8db9-47e68de255e1,p:2c5523eb,0
drop,Llama-2-70b-hf,e79abea3-01ff-46ec-ae52-a1b1100793c1,p:55ad2e68,0.09
drop,Llama-2-70b-hf,35f70682-9c41-47e8-89cd-f6c98bf91d40,p:1f7a79eb,0
drop,Llama-2-70b-hf,01ca35cf-7322-409e-8de6-7f269fe728c7,p:8747906a,0
drop,Llama-2-70b-hf,77bb12b9-7197-4833-804a-88560e68eca6,p:6eea9101,0
drop,Llama-2-70b-hf,359e47f6-2864-4ba9-abbe-5c1fa8f6b579,p:56c564c6,0
drop,Llama-2-70b-hf,0baf1424-bf0e-48a3-b3f6-2379bc278674,p:bf87c3cb,0
drop,Llama-2-70b-hf,f841ad8c-7591-49db-8c92-3d97a4614e31,p:282131a5,0.13
drop,Llama-2-70b-hf,112ae169-c054-4c3d-9bb4-77b8747667c6,p:36ececd5,0
drop,Llama-2-70b-hf,a7f4246c-d8d0-4b2a-b6b8-ae3f131bb4ed,p:a8f755a5,1
drop,Llama-2-70b-hf,88bcc31a-03ca-402d-9288-5e2dcb637253,p:7f586bf5,0
drop,Llama-2-70b-hf,551c4894-cf57-4778-92d7-59599c9154f9,p:7cc2511a,0
drop,Llama-2-70b-hf,2fe98b49-7bdf-4c93-aabc-1478e193b131,p:75127d77,0
drop,Llama-2-70b-hf,df753f1e-1317-4f59-9c7b-cf18f3d343c7,p:759c5e48,0
drop,Llama-2-70b-hf,7f509bef-e679-47c0-ad6e-4a5477acd766,p:f581b32e,0
drop,Llama-2-70b-hf,f5a28931-f497-42f1-9b3b-b5e7f1a7c771,p:cc0a6d8f,0
drop,Llama-2-70b-hf,20eba3da-6af7-494f-a96f-2d84af1b4083,p:3021a82b,0.42
drop,Llama-2-70b-hf,6c8dbac4-a084-4a76-bf9f-f3e250d3b922,p:9313a629,0
drop,Llama-2-70b-hf,767b3264-fd9f-4625-990f-1c0f3a589bf8,p:2284449e,0.17
drop,Llama-2-70b-hf,dc15ce6b-793a-4230-aa7a-d7f545d02b92,p:6a92224a,0
drop,Llama-2-70b-hf,58d1fc14-a962-45aa-a490-bec00bd52089,p:a3be1582,0.07
drop,Llama-2-70b-hf,e2970301-6182-40db-b2fe-cfe60b1bc388,p:37997b2f,0
drop,Llama-2-70b-hf,e7ed4b22-0fee-4b36-8390-4d7fafd1061e,p:7986f7f2,0.06
drop,Llama-2-70b-hf,3c3706dc-9026-4cbd-8250-cdc61ed090f8,p:036e26aa,0
drop,Llama-2-70b-hf,121a8f57-7752-4373-a9ba-748b2c577cd2,p:fd5b57a3,0
drop,Llama-2-70b-hf,30504e30-71aa-4643-98f3-8132de444b3b,p:a1376a8a,0
drop,Llama-2-70b-hf,f01bc2c5-d683-44cb-988d-b6aed9bdb049,p:78cfbd47,0
drop,Llama-2-70b-hf,ba50a5a5-3a68-4acc-90d2-2707fa041bcd,p:33c182e5,0.12
drop,Llama-2-70b-hf,6024c14a-c2d9-486c-8402-24c818fa8bed,p:f9400a2a,0
drop,Llama-2-70b-hf,a7d4aeb9-f311-4438-96e3-e16ef03fb2ea,p:afc37590,0.27
drop,Llama-2-70b-hf,990f382d-6d8a-4529-93bd-0848859a8e35,p:fb499aa6,0
drop,Llama-2-70b-hf,7f18bf62-abf6-46fa-8a8c-a2f19a59d1e0,p:16710a5b,0
drop,Llama-2-70b-hf,c7b52f1f-9fa4-4d39-9c30-bc0f884ef1d6,p:673c4639,0.13
drop,Llama-2-70b-hf,d482ab28-87b1-4f3b-8798-e403530542c0,p:6a4a7dda,0
drop,Llama-2-70b-hf,bf26b90c-fe8c-4fea-9445-ec7fa34d2af9,p:543481f2,0
drop,Llama-2-70b-hf,4e22335f-2abd-41a7-80c9-61f91d1d8c26,p:c6c6166e,0
drop,Llama-2-70b-hf,dc562388-a136-4909-b05a-316132099991,p:bf055113,0.08
drop,Llama-2-70b-hf,ce0eb7d2-af07-43b2-a939-779fbda33877,p:bdfde927,0.5
drop,Llama-2-70b-hf,378a4f5f-ffd4-47cf-bde6-a607c9494f94,p:288b8490,0.09
drop,Llama-2-70b-hf,f19d0ca6-b605-4263-a252-870ed65cf6a2,p:d9cab308,0
drop,Llama-2-70b-hf,2b16cc9a-e705-4aad-8be7-d84316a6e717,p:7cb9671f,0.29
drop,Llama-2-70b-hf,714549e7-b793-4f8f-a923-86b632f50fa5,p:88be64b5,0.08
drop,Llama-2-70b-hf,cf455cf1-0221-45c3-88ed-b0c768ed82c5,p:fee7e895,0
drop,Llama-2-70b-hf,42811336-68d0-4f30-96ad-0a694efd686d,p:c4e2589c,0.22
drop,Llama-2-70b-hf,b14cda6c-bbfd-46bf-b028-a20328652aca,p:238edd85,0
drop,Llama-2-70b-hf,204d79f8-b4dc-47b8-8434-dd6be1f79142,p:8747906a,0.1
drop,Llama-2-70b-hf,71446d50-bab4-42a8-b8b5-ba3e4cf99035,p:a08379bb,0
drop,Llama-2-70b-hf,485017d8-a96b-4958-9f97-9c0765ec9390,p:15725704,0
drop,Llama-2-70b-hf,cc3d1543-32c6-44bb-a273-7fe2a2af47e9,p:a839856d,0.1
drop,Llama-2-70b-hf,7966efa3-6306-4bc9-a051-32b9f5f07fc4,p:ec486726,0
drop,Llama-2-70b-hf,f715b044-3481-4864-b93f-2683179842b3,p:92df4b99,0.25
drop,Llama-2-70b-hf,15dbd1d7-6251-480b-a6ea-89f4c521764d,p:6348d7af,0
drop,Llama-2-70b-hf,82b8a95f-9cc8-448a-acf8-e8c71746769d,p:75127d77,0.09
drop,Llama-2-70b-hf,bd0ea033-b7fe-434c-a31e-5226c802077c,p:6bdb5b23,0
drop,Llama-2-70b-hf,b4230db9-a914-4172-9489-c0f6ea85d583,p:6220a60a,0
drop,Llama-2-70b-hf,2ec23e52-1b1e-41ee-9027-29b3bc9112af,p:a08379bb,0
drop,Llama-2-70b-hf,873fb6cc-c6e8-4211-b2bc-18a2243a09e7,p:2a7d4926,0
drop,Llama-2-70b-hf,2accac95-d7c1-460d-aa4a-77586e59c7be,p:70d2d7bc,0
drop,Llama-2-70b-hf,4623bbd7-7546-48dd-94b2-066d2990a47b,p:d1f3eb68,0
drop,Llama-2-70b-hf,a8e946e5-4178-4e95-80fb-3b5dafd5a64d,p:f9400a2a,0
drop,Llama-2-70b-hf,5851e5fe-656a-4f57-b172-37a7ef31a48c,p:6164c17e,0.1
drop,Llama-2-70b-hf,3bc008dd-7075-41bc-9eb7-34c3a1ca9688,p:cca2fbd1,0.11
drop,Llama-2-70b-hf,52a3b8d9-5ec8-450c-a92b-63274cdf606c,p:2ed52317,0.13
drop,Llama-2-70b-hf,65816218-01c4-4071-b10e-32018bf3555f,p:c37ddc56,0
drop,Llama-2-70b-hf,84414060-ac52-4b57-ac5f-8eff6e89e36d,p:16710a5b,0
drop,Llama-2-70b-hf,0a708b89-b119-4e0f-9267-b60c50111090,p:bcce1272,0
drop,Llama-2-70b-hf,edf469b0-bc0c-4944-8e75-7455ce8d2c04,p:97625e62,0.29
drop,Llama-2-70b-hf,ed3e7bd3-78f5-4ad3-b0af-cadcdacf99d6,p:8e960dd0,0.27
drop,Llama-2-70b-hf,cafa359f-2fc8-41c8-ab6e-fcacbc0a4f96,p:efbd7c8d,0
drop,Llama-2-70b-hf,541ec147-0965-4973-9d01-bb9d4a621541,p:d9cab308,0
